
============================================================
filter_models.py — 2026-06-20 14:13:57
Source: /Users/mbp/Documents/MTECH/Sem4/Individual_project/AI_Assisted_3D_Assembly_Design/AI-Assisted-3D-Assembly-Design/Source_3d_models
Thresholds: nodes > 20  edges > 60  timeout 120s
============================================================

Found 7048 assembly.json model(s).
Found 182 hand-crafted STEP model(s) (no assembly.json).
  [4471/7048] NODES>20 (21 bodies): 39640_1bef7c32 → nodes_gt_20/
  [4472/7048] NODES>20 (37 bodies): 39703_f855a082 → nodes_gt_20/
  [4473/7048] NODES>20 (23 bodies): 39792_60786b6c → nodes_gt_20/
  [4476/7048] NODES>20 (28 bodies): 39821_c214010c → nodes_gt_20/
  [4478/7048] NODES>20 (32 bodies): 39850_b2aa4f1e → nodes_gt_20/
  [4483/7048] NODES>20 (39 bodies): 40061_d07e8764 → nodes_gt_20/
  [4484/7048] NODES>20 (94 bodies): 40070_be9c502b → nodes_gt_20/
  [4485/7048] NODES>20 (21 bodies): 40071_6d607628 → nodes_gt_20/
  [4486/7048] NODES>20 (25 bodies): 40072_b44084ae → nodes_gt_20/
  [4487/7048] NODES>20 (37 bodies): 40074_4615c9d1 → nodes_gt_20/
  [4490/7048] NODES>20 (42 bodies): 40261_75fa011c → nodes_gt_20/
  [4493/7048] NODES>20 (48 bodies): 40589_2673464e → nodes_gt_20/
  [4495/7048] NODES>20 (57 bodies): 40621_c43e7dfa → nodes_gt_20/
  [4500/7048] NODES>20 (23 bodies): 40800_7fa2d7a5 → nodes_gt_20/
  Progress: 4500/7048 — nodes_mv: 969  edges_mv: 20
  [4501/7048] NODES>20 (21 bodies): 40807_58058731 → nodes_gt_20/
  [4506/7048] NODES>20 (24 bodies): 40939_0bedb1ea → nodes_gt_20/
  [4508/7048] NODES>20 (22 bodies): 41026_295d1dc8 → nodes_gt_20/
  [4510/7048] NODES>20 (112 bodies): 41098_88b2feb8 → nodes_gt_20/
  [4511/7048] NODES>20 (22 bodies): 41100_ae7d898c → nodes_gt_20/
  [4514/7048] NODES>20 (26 bodies): 41128_ee74f244 → nodes_gt_20/
  [4517/7048] NODES>20 (25 bodies): 41229_16283ae1 → nodes_gt_20/
  [4518/7048] NODES>20 (56 bodies): 41296_077056d6 → nodes_gt_20/
  [4519/7048] NODES>20 (39 bodies): 41306_8f26e703 → nodes_gt_20/
  [4522/7048] NODES>20 (65 bodies): 41384_5f42c436 → nodes_gt_20/
  [4523/7048] NODES>20 (25 bodies): 41387_5f752e39 → nodes_gt_20/
  [4525/7048] NODES>20 (32 bodies): 41392_a5c218c7 → nodes_gt_20/
  [4530/7048] EDGES>60 (62 dir-edges): 41520_60018d18 → edges_gt_60/
  [4533/7048] NODES>20 (79 bodies): 41624_a15f83c1 → nodes_gt_20/
  [4534/7048] NODES>20 (50 bodies): 41634_4f5d0edb → nodes_gt_20/
  [4536/7048] NODES>20 (23 bodies): 41677_be02acde → nodes_gt_20/
  [4538/7048] NODES>20 (28 bodies): 41691_96d262e4 → nodes_gt_20/
  [4540/7048] NODES>20 (22 bodies): 41718_fff89442 → nodes_gt_20/
  [4542/7048] NODES>20 (28 bodies): 41723_2c638dff → nodes_gt_20/
  [4544/7048] NODES>20 (32 bodies): 41733_1ec9b00c → nodes_gt_20/
  [4545/7048] NODES>20 (21 bodies): 41753_9b4f8d8a → nodes_gt_20/
  [4546/7048] NODES>20 (108 bodies): 41754_fb582b36 → nodes_gt_20/
  [4548/7048] NODES>20 (76 bodies): 41774_88a7a483 → nodes_gt_20/
  [4553/7048] NODES>20 (22 bodies): 41845_866e0992 → nodes_gt_20/
  [4554/7048] NODES>20 (22 bodies): 41845_a5180a74 → nodes_gt_20/
  [4560/7048] NODES>20 (25 bodies): 41901_55a5493d → nodes_gt_20/
  [4561/7048] EDGES>60 (70 dir-edges): 41907_7bcecdb1 → edges_gt_60/
  [4563/7048] NODES>20 (31 bodies): 41919_d2473a88 → nodes_gt_20/
  [4565/7048] NODES>20 (204 bodies): 41948_c0d68e8c → nodes_gt_20/
  [4569/7048] NODES>20 (22 bodies): 42002_469e29cb → nodes_gt_20/
  [4571/7048] NODES>20 (22 bodies): 42015_efbcca8b → nodes_gt_20/
  [4572/7048] NODES>20 (61 bodies): 42021_2a7183d7 → nodes_gt_20/
  [4573/7048] NODES>20 (27 bodies): 42040_da506f9e → nodes_gt_20/
  [4577/7048] NODES>20 (26 bodies): 42203_33083e24 → nodes_gt_20/
  [4580/7048] NODES>20 (29 bodies): 42230_49452475 → nodes_gt_20/
  [4582/7048] NODES>20 (25 bodies): 42230_8c0bec04 → nodes_gt_20/
  [4585/7048] NODES>20 (24 bodies): 42246_ccdb18b0 → nodes_gt_20/
  [4586/7048] NODES>20 (88 bodies): 42319_60ca52ad → nodes_gt_20/
  [4587/7048] NODES>20 (48 bodies): 42333_53c85dac → nodes_gt_20/
  [4600/7048] NODES>20 (92 bodies): 42603_87ddedfb → nodes_gt_20/
  [4602/7048] NODES>20 (38 bodies): 42688_09be2738 → nodes_gt_20/
  [4605/7048] NODES>20 (46 bodies): 42939_e27c4e52 → nodes_gt_20/
  [4613/7048] NODES>20 (50 bodies): 43170_ac1697f0 → nodes_gt_20/
  [4619/7048] NODES>20 (62 bodies): 43628_a95b7e66 → nodes_gt_20/
  [4622/7048] NODES>20 (34 bodies): 43743_37ad760e → nodes_gt_20/
  [4626/7048] NODES>20 (128 bodies): 43782_69b05579 → nodes_gt_20/
  [4639/7048] NODES>20 (54 bodies): 44324_71da0009 → nodes_gt_20/
  [4642/7048] NODES>20 (45 bodies): 44344_3e0b0b0c → nodes_gt_20/
  [4652/7048] NODES>20 (70 bodies): 44373_0073c4fd → nodes_gt_20/
  [4655/7048] NODES>20 (160 bodies): 44387_1618ffe6 → nodes_gt_20/
  [4669/7048] NODES>20 (48 bodies): 44530_34f11745 → nodes_gt_20/
  [4674/7048] NODES>20 (21 bodies): 44538_98cf7b48 → nodes_gt_20/
  [4683/7048] NODES>20 (21 bodies): 45030_8789f090 → nodes_gt_20/
  [4696/7048] NODES>20 (21 bodies): 45283_b9ce373a → nodes_gt_20/
  [4697/7048] NODES>20 (222 bodies): 45286_cf5a5b2f → nodes_gt_20/
  [4700/7048] NODES>20 (97 bodies): 45318_16a86ca2 → nodes_gt_20/
  [4717/7048] NODES>20 (128 bodies): 45542_320c16fd → nodes_gt_20/
  [4718/7048] NODES>20 (40 bodies): 45546_26041647 → nodes_gt_20/
  [4720/7048] NODES>20 (26 bodies): 45552_e432f6a2 → nodes_gt_20/
  [4724/7048] EDGES>60 (82 dir-edges): 45581_2408ef88 → edges_gt_60/
  [4728/7048] NODES>20 (213 bodies): 45687_0213cc08 → nodes_gt_20/
  [4732/7048] NODES>20 (108 bodies): 45789_d5126eab → nodes_gt_20/
  [4737/7048] NODES>20 (23 bodies): 45840_cc6ce3ba → nodes_gt_20/
  [4745/7048] NODES>20 (62 bodies): 46016_d699e580 → nodes_gt_20/
  [4751/7048] NODES>20 (25 bodies): 47210_36226953 → nodes_gt_20/
  [4752/7048] NODES>20 (34 bodies): 47449_bd161058 → nodes_gt_20/
  [4758/7048] NODES>20 (22 bodies): 47789_2267195e → nodes_gt_20/
  [4761/7048] NODES>20 (29 bodies): 47878_c1e282d3 → nodes_gt_20/
  [4766/7048] NODES>20 (49 bodies): 47984_7b774ba1 → nodes_gt_20/
  [4767/7048] NODES>20 (224 bodies): 48006_babdf4af → nodes_gt_20/
  [4768/7048] NODES>20 (56 bodies): 48292_5ac1b984 → nodes_gt_20/
  [4770/7048] NODES>20 (31 bodies): 48400_cd769ba9 → nodes_gt_20/
  [4771/7048] NODES>20 (90 bodies): 48402_8c965495 → nodes_gt_20/
  [4773/7048] NODES>20 (37 bodies): 48607_d57ee7ea → nodes_gt_20/
  [4774/7048] NODES>20 (27 bodies): 48724_70685a9d → nodes_gt_20/
  [4775/7048] NODES>20 (23 bodies): 48725_68e52fa9 → nodes_gt_20/
  [4780/7048] NODES>20 (27 bodies): 49092_5f0f4173 → nodes_gt_20/
  [4785/7048] NODES>20 (42 bodies): 49115_9a0faac3 → nodes_gt_20/
  [4786/7048] NODES>20 (26 bodies): 49117_9b165eff → nodes_gt_20/
  [4794/7048] NODES>20 (37 bodies): 49141_4dbe564e → nodes_gt_20/
  [4797/7048] NODES>20 (30 bodies): 49222_cbe1959b → nodes_gt_20/
  [4801/7048] NODES>20 (43 bodies): 49331_3bf3bb84 → nodes_gt_20/
  [4802/7048] NODES>20 (126 bodies): 49396_98ab955d → nodes_gt_20/
  [4806/7048] NODES>20 (26 bodies): 49406_100c707b → nodes_gt_20/
  [4808/7048] NODES>20 (21 bodies): 49412_1f199584 → nodes_gt_20/
  [4809/7048] NODES>20 (40 bodies): 49413_4e7d47f7 → nodes_gt_20/
  [4812/7048] NODES>20 (114 bodies): 49488_dc0a61aa → nodes_gt_20/
  [4817/7048] NODES>20 (47 bodies): 49613_1b97c07b → nodes_gt_20/
  [4832/7048] NODES>20 (35 bodies): 49886_dd68dccb → nodes_gt_20/
  [4833/7048] NODES>20 (25 bodies): 49896_6387ac02 → nodes_gt_20/
  [4854/7048] NODES>20 (44 bodies): 50410_f8f03667 → nodes_gt_20/
  [4855/7048] NODES>20 (37 bodies): 50585_06c574f3 → nodes_gt_20/
  [4859/7048] NODES>20 (52 bodies): 50694_afd26bd5 → nodes_gt_20/
  [4862/7048] NODES>20 (122 bodies): 50785_223bc784 → nodes_gt_20/
  [4863/7048] NODES>20 (86 bodies): 50823_d1830e58 → nodes_gt_20/
  [4864/7048] NODES>20 (42 bodies): 50833_d533dcbc → nodes_gt_20/
  [4865/7048] NODES>20 (160 bodies): 50900_0326428a → nodes_gt_20/
  [4869/7048] NODES>20 (36 bodies): 50914_57d3d851 → nodes_gt_20/
  [4875/7048] EDGES>60 (76 dir-edges): 51026_4253e05b → edges_gt_60/
  [4878/7048] NODES>20 (22 bodies): 51256_ed221095 → nodes_gt_20/
  [4879/7048] NODES>20 (23 bodies): 51268_6e9ccb81 → nodes_gt_20/
  [4880/7048] NODES>20 (21 bodies): 51269_a23d6f79 → nodes_gt_20/
  [4881/7048] NODES>20 (169 bodies): 51270_115736c6 → nodes_gt_20/
  [4882/7048] NODES>20 (24 bodies): 51274_813b3daa → nodes_gt_20/
  [4883/7048] NODES>20 (23 bodies): 51336_33ff2eba → nodes_gt_20/
  [4884/7048] NODES>20 (84 bodies): 51337_f8636fd9 → nodes_gt_20/
  [4885/7048] NODES>20 (26 bodies): 51347_1fc6f329 → nodes_gt_20/
  [4886/7048] NODES>20 (22 bodies): 51350_138f893a → nodes_gt_20/
  [4889/7048] NODES>20 (150 bodies): 51355_27ef822c → nodes_gt_20/
  [4890/7048] NODES>20 (150 bodies): 51355_7cf8ef47 → nodes_gt_20/
  [4894/7048] NODES>20 (34 bodies): 51443_8bcb2ac6 → nodes_gt_20/
  [4895/7048] NODES>20 (24 bodies): 51447_18cd850c → nodes_gt_20/
  [4896/7048] NODES>20 (34 bodies): 51458_54240b70 → nodes_gt_20/
  [4901/7048] NODES>20 (24 bodies): 51471_289b2a1d → nodes_gt_20/
  [4903/7048] NODES>20 (40 bodies): 51536_a18dc325 → nodes_gt_20/
  [4904/7048] NODES>20 (94 bodies): 51542_78281fea → nodes_gt_20/
  [4911/7048] NODES>20 (34 bodies): 51578_939260cf → nodes_gt_20/
  [4915/7048] NODES>20 (75 bodies): 51674_a70c1c6c → nodes_gt_20/
  [4917/7048] NODES>20 (27 bodies): 51701_fedf9669 → nodes_gt_20/
  [4918/7048] NODES>20 (68 bodies): 51703_fbb7107b → nodes_gt_20/
  [4921/7048] NODES>20 (42 bodies): 51723_ab02be01 → nodes_gt_20/
  [4923/7048] NODES>20 (25 bodies): 51741_78dd406b → nodes_gt_20/
  [4926/7048] NODES>20 (25 bodies): 51859_6b2fd0f1 → nodes_gt_20/
  [4927/7048] NODES>20 (27 bodies): 51877_0032e502 → nodes_gt_20/
  [4928/7048] NODES>20 (30 bodies): 51892_6da749d8 → nodes_gt_20/
  [4929/7048] NODES>20 (77 bodies): 51900_383124a3 → nodes_gt_20/
  [4930/7048] NODES>20 (27 bodies): 51914_fb924efa → nodes_gt_20/
  [4933/7048] NODES>20 (30 bodies): 51940_e06fee1b → nodes_gt_20/
  [4934/7048] NODES>20 (99 bodies): 52011_3a3558b3 → nodes_gt_20/
  [4935/7048] NODES>20 (22 bodies): 52027_790dbc09 → nodes_gt_20/
  [4936/7048] NODES>20 (98 bodies): 52035_0244dcd2 → nodes_gt_20/
  [4940/7048] NODES>20 (24 bodies): 52230_60438ea5 → nodes_gt_20/
  [4944/7048] NODES>20 (22 bodies): 52365_274736ef → nodes_gt_20/
  [4945/7048] NODES>20 (30 bodies): 52366_63042db4 → nodes_gt_20/
  [4946/7048] NODES>20 (65 bodies): 52443_085efc00 → nodes_gt_20/
  [4950/7048] NODES>20 (26 bodies): 52551_8098346a → nodes_gt_20/
  [4951/7048] NODES>20 (34 bodies): 52556_1f3617b1 → nodes_gt_20/
  [4957/7048] NODES>20 (29 bodies): 52766_019fd239 → nodes_gt_20/
  [4966/7048] NODES>20 (25 bodies): 52890_7ae554d9 → nodes_gt_20/
  [4969/7048] NODES>20 (44 bodies): 52890_e23bf00b → nodes_gt_20/
  [4970/7048] NODES>20 (62 bodies): 52890_f69f01a8 → nodes_gt_20/
  [4972/7048] NODES>20 (63 bodies): 52974_259cdd82 → nodes_gt_20/
  [4974/7048] NODES>20 (26 bodies): 53078_b592f2bd → nodes_gt_20/
  [4975/7048] NODES>20 (55 bodies): 53093_bd129e70 → nodes_gt_20/
  [4979/7048] NODES>20 (131 bodies): 53115_7730777c → nodes_gt_20/
  [4985/7048] NODES>20 (26 bodies): 53216_2857e8ac → nodes_gt_20/
  [4986/7048] NODES>20 (62 bodies): 53220_aead56bc → nodes_gt_20/
  [4990/7048] NODES>20 (31 bodies): 53232_f8760054 → nodes_gt_20/
  [4994/7048] NODES>20 (25 bodies): 53365_153dc3a6 → nodes_gt_20/
  [4995/7048] NODES>20 (32 bodies): 53366_d039e80d → nodes_gt_20/
  [5000/7048] NODES>20 (31 bodies): 53448_2f7c767c → nodes_gt_20/
  Progress: 5000/7048 — nodes_mv: 1116  edges_mv: 24
  [5007/7048] NODES>20 (56 bodies): 53590_a324861b → nodes_gt_20/
  [5012/7048] NODES>20 (32 bodies): 53627_7b1adb8e → nodes_gt_20/
  [5021/7048] NODES>20 (64 bodies): 53730_62d1957d → nodes_gt_20/
  [5022/7048] NODES>20 (23 bodies): 53744_eae4849e → nodes_gt_20/
  [5025/7048] NODES>20 (52 bodies): 53945_70e250c0 → nodes_gt_20/
  [5026/7048] NODES>20 (41 bodies): 53946_6c462dac → nodes_gt_20/
  [5027/7048] NODES>20 (33 bodies): 54071_9817455b → nodes_gt_20/
  [5028/7048] NODES>20 (46 bodies): 54073_7d8cdd04 → nodes_gt_20/
  [5033/7048] EDGES>60 (62 dir-edges): 54178_c99c690b → edges_gt_60/
  [5034/7048] NODES>20 (24 bodies): 54181_f02c9b19 → nodes_gt_20/
  [5036/7048] NODES>20 (46 bodies): 54189_50a800f5 → nodes_gt_20/
  [5037/7048] NODES>20 (101 bodies): 54273_21c2b38f → nodes_gt_20/
  [5040/7048] NODES>20 (28 bodies): 54360_db08c779 → nodes_gt_20/
  [5041/7048] NODES>20 (32 bodies): 54369_81c09cdb → nodes_gt_20/
  [5048/7048] NODES>20 (21 bodies): 54491_bec60637 → nodes_gt_20/
  [5056/7048] NODES>20 (73 bodies): 54516_ac9e2ef4 → nodes_gt_20/
  [5064/7048] NODES>20 (50 bodies): 54617_7a802210 → nodes_gt_20/
  [5067/7048] NODES>20 (32 bodies): 54626_d73ecd2f → nodes_gt_20/
  [5071/7048] NODES>20 (30 bodies): 54635_359345b8 → nodes_gt_20/
  [5073/7048] NODES>20 (27 bodies): 54652_d60ac3e0 → nodes_gt_20/
  [5074/7048] NODES>20 (64 bodies): 54654_f19e7f7d → nodes_gt_20/
  [5082/7048] NODES>20 (50 bodies): 54743_14b63c06 → nodes_gt_20/
  [5083/7048] NODES>20 (111 bodies): 54747_8e62bef9 → nodes_gt_20/
  [5089/7048] NODES>20 (53 bodies): 54759_5a7a83c9 → nodes_gt_20/
  [5094/7048] NODES>20 (86 bodies): 54767_970a0e5a → nodes_gt_20/
  [5097/7048] NODES>20 (73 bodies): 54771_baa4785c → nodes_gt_20/
  [5112/7048] NODES>20 (23 bodies): 54799_f503a39a → nodes_gt_20/
  [5119/7048] NODES>20 (75 bodies): 54811_79e68850 → nodes_gt_20/
  [5124/7048] NODES>20 (180 bodies): 54818_59adf8c2 → nodes_gt_20/
  [5134/7048] NODES>20 (26 bodies): 54839_9eb4a3cb → nodes_gt_20/
  [5135/7048] NODES>20 (45 bodies): 54842_935d5db3 → nodes_gt_20/
  [5138/7048] NODES>20 (41 bodies): 54846_b8019caa → nodes_gt_20/
  [5139/7048] NODES>20 (26 bodies): 54847_9272ead5 → nodes_gt_20/
  [5140/7048] NODES>20 (21 bodies): 54849_cbef2075 → nodes_gt_20/
  [5141/7048] NODES>20 (84 bodies): 54856_bdcac75a → nodes_gt_20/
  [5142/7048] NODES>20 (89 bodies): 54932_ea3b4df6 → nodes_gt_20/
  [5154/7048] NODES>20 (39 bodies): 54979_6bd8ad31 → nodes_gt_20/
  [5155/7048] NODES>20 (45 bodies): 54993_a90c7212 → nodes_gt_20/
  [5160/7048] NODES>20 (27 bodies): 55013_3a53f521 → nodes_gt_20/
  [5162/7048] NODES>20 (44 bodies): 55015_a79e0d2e → nodes_gt_20/
  [5166/7048] NODES>20 (28 bodies): 55029_a712d5a7 → nodes_gt_20/
  [5178/7048] NODES>20 (65 bodies): 55061_79458e43 → nodes_gt_20/
  [5188/7048] NODES>20 (47 bodies): 55090_0666c821 → nodes_gt_20/
  [5191/7048] NODES>20 (29 bodies): 55095_fa260d33 → nodes_gt_20/
  [5192/7048] NODES>20 (31 bodies): 55096_93c251f9 → nodes_gt_20/
  [5197/7048] NODES>20 (24 bodies): 55114_7bf17f6a → nodes_gt_20/
  [5198/7048] NODES>20 (26 bodies): 55115_bc8ee065 → nodes_gt_20/
  [5202/7048] NODES>20 (103 bodies): 55129_96245c46 → nodes_gt_20/
  [5203/7048] NODES>20 (23 bodies): 55199_4d57661f → nodes_gt_20/
  [5213/7048] NODES>20 (38 bodies): 55255_e0101aad → nodes_gt_20/
  [5225/7048] NODES>20 (21 bodies): 55287_8a57a3db → nodes_gt_20/
  [5227/7048] NODES>20 (51 bodies): 55293_d4676ea5 → nodes_gt_20/
  [5254/7048] NODES>20 (41 bodies): 55364_806ff734 → nodes_gt_20/
  [5264/7048] NODES>20 (26 bodies): 55398_2861c288 → nodes_gt_20/
  [5272/7048] NODES>20 (92 bodies): 55421_d0af9f24 → nodes_gt_20/
  [5276/7048] NODES>20 (29 bodies): 55442_9a2486a1 → nodes_gt_20/
  [5277/7048] NODES>20 (288 bodies): 55448_79a7dfae → nodes_gt_20/
  [5285/7048] NODES>20 (23 bodies): 55468_d5897822 → nodes_gt_20/
  [5293/7048] NODES>20 (75 bodies): 55487_2d451f67 → nodes_gt_20/
  [5318/7048] NODES>20 (26 bodies): 55587_221e9ffc → nodes_gt_20/
  [5324/7048] NODES>20 (37 bodies): 55627_971fde61 → nodes_gt_20/
  [5325/7048] NODES>20 (23 bodies): 55633_282eaae6 → nodes_gt_20/
  [5327/7048] NODES>20 (22 bodies): 55715_525d1d3e → nodes_gt_20/
  [5341/7048] NODES>20 (42 bodies): 55762_eb8a52ac → nodes_gt_20/
  [5344/7048] NODES>20 (94 bodies): 55766_4e6a2d09 → nodes_gt_20/
  [5351/7048] NODES>20 (194 bodies): 55781_b47f23b4 → nodes_gt_20/
  [5355/7048] NODES>20 (106 bodies): 55801_72138780 → nodes_gt_20/
  [5378/7048] NODES>20 (26 bodies): 55928_1ccd0821 → nodes_gt_20/
  [5379/7048] NODES>20 (23 bodies): 55931_84bfa135 → nodes_gt_20/
  [5386/7048] NODES>20 (24 bodies): 56040_9b1307eb → nodes_gt_20/
  [5391/7048] NODES>20 (59 bodies): 56050_1aa7d815 → nodes_gt_20/
  [5407/7048] NODES>20 (41 bodies): 56140_47eef7ec → nodes_gt_20/
  [5408/7048] NODES>20 (39 bodies): 56151_408ea220 → nodes_gt_20/
  [5409/7048] NODES>20 (24 bodies): 56165_ecd50749 → nodes_gt_20/
  [5413/7048] NODES>20 (27 bodies): 56252_f65e7429 → nodes_gt_20/
  [5414/7048] NODES>20 (62 bodies): 56265_cef153c8 → nodes_gt_20/
  [5415/7048] NODES>20 (65 bodies): 56265_fbd2666a → nodes_gt_20/
  [5418/7048] NODES>20 (36 bodies): 56344_3a89f085 → nodes_gt_20/
  [5419/7048] NODES>20 (26 bodies): 56366_f2495266 → nodes_gt_20/
  [5420/7048] NODES>20 (51 bodies): 56430_4f35ba2f → nodes_gt_20/
  [5422/7048] NODES>20 (30 bodies): 56433_67c97ec6 → nodes_gt_20/
  [5423/7048] NODES>20 (75 bodies): 56438_cab40da5 → nodes_gt_20/
  [5424/7048] NODES>20 (85 bodies): 56441_ed350d93 → nodes_gt_20/
  [5425/7048] NODES>20 (47 bodies): 56443_8cfaf376 → nodes_gt_20/
  [5426/7048] EDGES>60 (62 dir-edges): 56449_ad00f9f1 → edges_gt_60/
  [5427/7048] NODES>20 (43 bodies): 56461_9a5be0e9 → nodes_gt_20/
  [5428/7048] NODES>20 (60 bodies): 56480_dcc89e9a → nodes_gt_20/
  [5429/7048] NODES>20 (86 bodies): 56488_7a606724 → nodes_gt_20/
  [5430/7048] NODES>20 (21 bodies): 56568_d3018fcb → nodes_gt_20/
  [5432/7048] NODES>20 (28 bodies): 56572_05ede839 → nodes_gt_20/
  [5440/7048] NODES>20 (102 bodies): 56696_d1a5a340 → nodes_gt_20/
  [5444/7048] EDGES>60 (106 dir-edges): 56897_f778b517 → edges_gt_60/
  [5466/7048] NODES>20 (103 bodies): 57222_33b428d7 → nodes_gt_20/
  [5472/7048] NODES>20 (23 bodies): 57444_b45bc83a → nodes_gt_20/
  [5474/7048] NODES>20 (42 bodies): 57532_a10c2515 → nodes_gt_20/
  [5477/7048] NODES>20 (25 bodies): 57645_4ca54a08 → nodes_gt_20/
  [5483/7048] NODES>20 (46 bodies): 57749_42e7f862 → nodes_gt_20/
  [5488/7048] NODES>20 (115 bodies): 57859_f415d3a0 → nodes_gt_20/
  [5492/7048] NODES>20 (30 bodies): 57892_71eac04f → nodes_gt_20/
  [5500/7048] NODES>20 (21 bodies): 58532_d61a95e8 → nodes_gt_20/
  Progress: 5500/7048 — nodes_mv: 1213  edges_mv: 27
  [5501/7048] NODES>20 (42 bodies): 60148_b3e5b0c7 → nodes_gt_20/
  [5528/7048] NODES>20 (44 bodies): 60733_af9b702b → nodes_gt_20/
  [5529/7048] NODES>20 (34 bodies): 60738_365811c2 → nodes_gt_20/
  [5536/7048] NODES>20 (43 bodies): 60859_be88090a → nodes_gt_20/
  [5537/7048] NODES>20 (43 bodies): 60865_19bbdeb4 → nodes_gt_20/
  [5541/7048] NODES>20 (47 bodies): 60887_1128c95d → nodes_gt_20/
  [5542/7048] NODES>20 (49 bodies): 60887_e4f5eabb → nodes_gt_20/
  [5544/7048] NODES>20 (26 bodies): 60905_b1ec1567 → nodes_gt_20/
  [5556/7048] NODES>20 (25 bodies): 61283_284cbda0 → nodes_gt_20/
  [5558/7048] NODES>20 (148 bodies): 61306_0fc4e645 → nodes_gt_20/
  [5559/7048] NODES>20 (40 bodies): 61373_a3830622 → nodes_gt_20/
  [5584/7048] NODES>20 (271 bodies): 62057_c02d1ddf → nodes_gt_20/
  [5593/7048] NODES>20 (59 bodies): 62530_6de5acdf → nodes_gt_20/
  [5597/7048] NODES>20 (43 bodies): 63053_ee879f45 → nodes_gt_20/
  [5598/7048] NODES>20 (83 bodies): 63054_8b429cfe → nodes_gt_20/
  [5599/7048] NODES>20 (45 bodies): 63055_6b907478 → nodes_gt_20/
  [5600/7048] NODES>20 (27 bodies): 63061_b9be2a1d → nodes_gt_20/
  [5602/7048] NODES>20 (34 bodies): 63132_330141d7 → nodes_gt_20/
  [5603/7048] NODES>20 (46 bodies): 63328_85753146 → nodes_gt_20/
  [5606/7048] NODES>20 (22 bodies): 63414_fc3968bb → nodes_gt_20/
  [5614/7048] NODES>20 (52 bodies): 65120_cf449185 → nodes_gt_20/
  [5629/7048] NODES>20 (77 bodies): 65375_674ff0b9 → nodes_gt_20/
  [5632/7048] NODES>20 (48 bodies): 65385_dd7386e8 → nodes_gt_20/
  [5639/7048] NODES>20 (21 bodies): 65693_44534e45 → nodes_gt_20/
  [5640/7048] NODES>20 (244 bodies): 65709_d10c1613 → nodes_gt_20/
  [5650/7048] NODES>20 (50 bodies): 65995_39157e78 → nodes_gt_20/
  [5656/7048] NODES>20 (36 bodies): 66061_a0907bb0 → nodes_gt_20/
  [5659/7048] NODES>20 (28 bodies): 66226_49fc804a → nodes_gt_20/
  [5660/7048] NODES>20 (67 bodies): 66273_fa3dde7d → nodes_gt_20/
  [5670/7048] NODES>20 (77 bodies): 66762_5098cf7d → nodes_gt_20/
  [5680/7048] NODES>20 (50 bodies): 67057_de157fab → nodes_gt_20/
  [5682/7048] NODES>20 (102 bodies): 67209_f399eb09 → nodes_gt_20/
  [5693/7048] EDGES>60 (74 dir-edges): 67403_bb0225a8 → edges_gt_60/
  [5697/7048] NODES>20 (33 bodies): 67483_09bea3c7 → nodes_gt_20/
  [5700/7048] NODES>20 (40 bodies): 67572_05561813 → nodes_gt_20/
  [5715/7048] NODES>20 (33 bodies): 68928_0d4e4a2e → nodes_gt_20/
  [5719/7048] NODES>20 (21 bodies): 68956_6d7db5ec → nodes_gt_20/
  [5721/7048] NODES>20 (21 bodies): 68956_753650aa → nodes_gt_20/
  [5730/7048] NODES>20 (33 bodies): 69235_fe79a369 → nodes_gt_20/
  [5747/7048] NODES>20 (66 bodies): 69808_7ff07f5f → nodes_gt_20/
  [5751/7048] NODES>20 (162 bodies): 69942_5dc50019 → nodes_gt_20/
  [5761/7048] NODES>20 (41 bodies): 70169_914780d4 → nodes_gt_20/
  [5762/7048] NODES>20 (39 bodies): 70182_22dfea03 → nodes_gt_20/
  [5769/7048] EDGES>60 (62 dir-edges): 70355_e5f58cd5 → edges_gt_60/
  [5782/7048] NODES>20 (23 bodies): 70494_0df74680 → nodes_gt_20/
  [5783/7048] NODES>20 (39 bodies): 70570_087c8b59 → nodes_gt_20/
  [5784/7048] NODES>20 (95 bodies): 70571_938500e6 → nodes_gt_20/
  [5787/7048] NODES>20 (25 bodies): 70639_fceccc4a → nodes_gt_20/
  [5793/7048] NODES>20 (39 bodies): 71444_50b4c168 → nodes_gt_20/
  [5796/7048] NODES>20 (24 bodies): 71504_6c2ae353 → nodes_gt_20/
  [5800/7048] NODES>20 (46 bodies): 71606_e02b8f4b → nodes_gt_20/
  [5803/7048] NODES>20 (27 bodies): 71674_ef2eb0bb → nodes_gt_20/
  [5804/7048] NODES>20 (89 bodies): 71675_5093bfee → nodes_gt_20/
  [5806/7048] NODES>20 (215 bodies): 71833_9b2c8d39 → nodes_gt_20/
  [5807/7048] NODES>20 (24 bodies): 71847_be09fd09 → nodes_gt_20/
  [5820/7048] NODES>20 (75 bodies): 72327_a434e91b → nodes_gt_20/
  [5841/7048] NODES>20 (50 bodies): 73546_5bc13383 → nodes_gt_20/
  [5845/7048] NODES>20 (83 bodies): 73652_23b21ef2 → nodes_gt_20/
  [5850/7048] NODES>20 (58 bodies): 73759_8b7539e5 → nodes_gt_20/
  [5855/7048] NODES>20 (31 bodies): 73800_784ca290 → nodes_gt_20/
  [5857/7048] NODES>20 (107 bodies): 73901_7e772817 → nodes_gt_20/
